IROWID,iVehicleID,Lat,Lng,vAccuracy,vDirection,Speed,vUpdateReason,dtLastUpdated,dtDeviceTime,vVehDirection,Bearing,DirectionDegrees,Predicted_Label,Prediction_Confidence
8134661,684,38.568069,-92.16526,10,41.56,0.74,APC,42:32.7,7/3/2024 6:42:28,NE,90.0,90.0,2_2,0.5958719676361411
8134674,684,38.568069,-92.165199,10,90.0,2.41,APC,42:38.9,7/3/2024 6:42:31,E,129.83,129.83,1_2,0.7122409822830712
8134675,684,38.568054,-92.165176,10,129.83,2.04,APC,42:38.9,7/3/2024 6:42:34,SE,313.81,313.81,1_284,0.9323214815045873
8134676,684,38.568066,-92.165192,10,313.81,0.0,APC,42:39.8,7/3/2024 6:42:37,NW,214.38,214.38,2_2,0.4019057791849783
8134687,684,38.568058,-92.165199,10,214.38,0.0,APC,42:46.8,7/3/2024 6:42:40,SW,102.54,102.54,1_2,0.6218732126775651
8134688,684,38.568054,-92.165176,10,102.54,2.59,APC,42:46.8,7/3/2024 6:42:43,E,134.44,134.44,1_2,0.6605015735289296
8134701,684,38.568031,-92.165146,10,134.44,3.89,APC,42:53.7,7/3/2024 6:42:46,SE,150.38,150.38,2_2,0.7039553331481327
8134702,684,38.56802,-92.165138,10,150.38,4.07,APC,42:53.7,7/3/2024 6:42:49,SE,149.88,149.88,2_2,0.698458245934968
8134724,684,38.567989,-92.165115,10,149.88,5.56,APC,43:05.8,7/3/2024 6:42:52,SE,131.37,131.37,1_2,0.2954736155214188
8134725,684,38.567947,-92.165054,10,131.37,8.7,APC,43:05.8,7/3/2024 6:42:55,SE,135.39,135.39,1_3,0.7000031613544937
8134726,684,38.567905,-92.165001,10,135.39,8.7,APC,43:05.9,7/3/2024 6:42:58,SE,133.81,133.81,1_3,0.7541369587095869
8134727,684,38.567848,-92.164925,10,133.81,13.15,APC,43:05.9,7/3/2024 6:43:01,SE,129.74,129.74,1_3,0.9682655188270907
8134757,684,38.567783,-92.164825,10,129.74,12.96,APC,43:18.7,7/3/2024 6:43:04,SE,130.98,130.98,1_3,0.9634106624207632
8134758,684,38.567711,-92.164719,10,130.98,16.48,APC,43:18.7,7/3/2024 6:43:07,SE,131.43,131.43,1_3,0.9682097530445576
8134759,684,38.567642,-92.164619,10,131.43,8.7,APC,43:18.7,7/3/2024 6:43:10,SE,138.85,138.85,1_3,0.9082908711580988
8134760,684,38.567608,-92.164581,10,138.85,6.48,APC,43:18.7,7/3/2024 6:43:13,SE,172.05,172.05,1_3,0.7218055978807251
8134761,684,38.567524,-92.164566,10,172.05,15.37,APC,43:18.9,7/3/2024 6:43:16,S,225.72,225.72,1_3,0.9929996846096809
8134790,684,38.567402,-92.164726,10,225.72,21.67,APC,43:31.8,7/3/2024 6:43:19,SW,225.84,225.84,1_3,0.9947078555382626
8134791,684,38.567257,-92.164917,10,225.84,30.19,APC,43:31.8,7/3/2024 6:43:22,SW,223.15,223.15,1_3,0.994765307470697
8134792,684,38.567066,-92.165146,10,223.15,35.93,APC,43:31.8,7/3/2024 6:43:25,SW,221.0,221.0,1_3,0.9981631861058066
8134793,684,38.56686,-92.165375,10,221.0,36.3,APC,43:31.9,7/3/2024 6:43:28,SW,223.55,223.55,1_3,0.9960622421761419
8134811,684,38.566647,-92.165634,10,223.55,40.56,APC,43:39.8,7/3/2024 6:43:31,SW,221.6,221.6,1_3,0.7681068095943101
8134812,684,38.566418,-92.165894,10,221.6,40.56,APC,43:39.8,7/3/2024 6:43:34,SW,221.85,221.85,1_4,0.6051072588280014
8134813,684,38.566212,-92.16613,10,221.85,34.82,APC,43:39.9,7/3/2024 6:43:37,SW,219.11,219.11,1_4,0.8121327587470029
8134825,684,38.566036,-92.166313,10,219.11,28.71,APC,43:46.7,7/3/2024 6:43:40,SW,222.84,222.84,1_4,0.9685466274002013
8134826,684,38.565907,-92.166466,10,222.84,22.22,APC,43:46.9,7/3/2024 6:43:43,SW,221.34,221.34,1_4,0.9648265047038491
8134836,684,38.565819,-92.166565,10,221.34,13.7,APC,43:52.8,7/3/2024 6:43:46,SW,208.82,208.82,1_4,0.6934079882070981
8134837,684,38.565765,-92.166603,10,208.82,6.3,APC,43:52.8,7/3/2024 6:43:49,SW,222.99,222.99,1_4,0.9870654901581423
8134846,684,38.565739,-92.166634,10,222.99,1.85,APC,43:59.8,7/3/2024 6:43:52,SW,0.0,0.0,1_3,0.7635588613359507
8134847,684,38.565739,-92.166634,10,0.0,0.0,APC,43:59.8,7/3/2024 6:43:55,SW,233.84,233.84,1_4,0.9988571151511385
8134877,684,38.565735,-92.166641,10,233.84,0.0,APC,44:11.7,7/3/2024 6:43:58,SW,302.6,302.6,1_4,0.8632819561905333
8134878,684,38.565739,-92.166649,10,302.6,0.0,APC,44:11.8,7/3/2024 6:44:01,NW,0.0,0.0,2_2,0.6038563828008966
8134879,684,38.565742,-92.166649,10,0.0,0.0,APC,44:11.8,7/3/2024 6:44:04,NW,260.53,260.53,1_4,0.9978568508567962
8134880,684,38.565739,-92.166672,10,260.53,3.33,APC,44:11.9,7/3/2024 6:44:07,W,220.58,220.58,1_4,0.9959509717475314
8134901,684,38.565697,-92.166718,10,220.58,8.52,APC,44:18.9,7/3/2024 6:44:10,SW,213.09,213.09,1_4,0.9578208159413286
8134902,684,38.565643,-92.166763,10,213.09,6.11,APC,44:19.0,7/3/2024 6:44:13,SW,237.83,237.83,1_4,0.9989281050126665
8134925,684,38.565613,-92.166824,10,237.83,10.37,APC,44:30.8,7/3/2024 6:44:16,SW,272.12,272.12,1_4,0.999827711561307
8134926,684,38.565617,-92.166962,10,272.12,17.41,APC,44:30.9,7/3/2024 6:44:19,W,319.67,319.67,1_4,0.9967483683768249
8134927,684,38.565792,-92.167152,10,319.67,30.56,APC,44:30.9,7/3/2024 6:44:22,NW,311.39,311.39,1_4,0.9973854247808216
8134928,684,38.565987,-92.167435,10,311.39,40.56,APC,44:31.0,7/3/2024 6:44:25,NW,312.26,312.26,1_4,0.9972319134668305
8134929,684,38.566193,-92.167725,10,312.26,40.93,APC,44:31.0,7/3/2024 6:44:28,NW,313.77,313.77,1_4,0.9965823255102811
8134947,684,38.566387,-92.167984,10,313.77,37.6,APC,44:38.7,7/3/2024 6:44:31,NW,313.05,313.05,1_4,0.9922742485358497
8134948,684,38.566582,-92.168251,10,313.05,38.34,APC,44:38.8,7/3/2024 6:44:34,NW,312.9,312.9,1_4,0.9919491337999999
8134959,684,38.566837,-92.168602,10,312.9,35.74,APC,44:45.8,7/3/2024 6:44:37,NW,314.43,314.43,1_4,0.9701744454148169
8134960,684,38.567024,-92.168846,10,314.43,34.82,APC,44:45.9,7/3/2024 6:44:41,NW,313.88,313.88,1_4,0.9406595434475417
8134961,684,38.567127,-92.168983,10,313.88,28.71,APC,44:46.1,7/3/2024 6:44:43,NW,312.15,312.15,1_4,0.7492943916197443
8134973,684,38.567219,-92.169113,10,312.15,12.96,APC,44:52.8,7/3/2024 6:44:46,NW,315.28,315.28,1_4,0.4813757513818803
8134974,684,38.567249,-92.169151,10,315.28,4.07,APC,44:52.9,7/3/2024 6:44:49,NW,302.6,302.6,1_2,0.5402294228723694
8135001,684,38.567253,-92.169159,10,302.6,0.0,APC,45:04.7,7/3/2024 6:44:52,NW,0.0,0.0,2_2,0.870809128542273
8135002,684,38.567253,-92.169159,10,0.0,0.0,APC,45:04.8,7/3/2024 6:44:55,NW,90.0,90.0,1_2,0.9574007079062583
8135003,684,38.567253,-92.169151,10,90.0,0.0,APC,45:04.9,7/3/2024 6:44:58,E,318.09,318.09,2_2,0.9998711025073065
8135004,684,38.56728,-92.169182,10,318.09,8.7,APC,45:04.9,7/3/2024 6:45:01,NW,312.25,312.25,1_4,0.508599032002735
8135037,684,38.567356,-92.169289,10,312.25,16.48,APC,45:17.8,7/3/2024 6:45:04,NW,338.83,338.83,1_225,0.9181293116107488
8135038,684,38.567463,-92.169342,10,338.83,16.3,APC,45:17.8,7/3/2024 6:45:07,N,47.36,47.36,1_2,0.5763445144697721
8135039,684,38.567589,-92.169167,10,47.36,23.34,APC,45:17.9,7/3/2024 6:45:10,NE,44.77,44.77,1_226,0.40024909106495893
8135040,684,38.567764,-92.168945,10,44.77,35.37,APC,45:17.9,7/3/2024 6:45:13,NE,42.11,42.11,1_225,0.7888044701460803
8135041,684,38.568001,-92.168671,10,42.11,45.74,APC,45:19.2,7/3/2024 6:45:16,NE,41.86,41.86,1_225,0.8445353521266775
8135051,684,38.568268,-92.168365,10,41.86,45.93,APC,45:25.7,7/3/2024 6:45:19,NE,41.86,41.86,1_225,0.8516676266537089
8135052,684,38.568501,-92.168098,10,41.86,40.37,APC,45:25.7,7/3/2024 6:45:22,NE,43.2,43.2,1_225,0.8046543751168328
8135068,684,38.56871,-92.167847,10,43.2,36.3,APC,45:32.8,7/3/2024 6:45:25,NE,47.82,47.82,1_225,0.7675033592697382
8135069,684,38.568851,-92.167648,10,47.82,26.11,APC,45:32.8,7/3/2024 6:45:28,NE,40.8,40.8,1_225,0.7393460998660077
8135080,684,38.568947,-92.167542,10,40.8,12.78,APC,45:38.8,7/3/2024 6:45:31,NE,38.02,38.02,1_225,0.9723566188501837
8135081,684,38.568993,-92.167496,10,38.02,7.04,APC,45:38.8,7/3/2024 6:45:34,NE,34.16,34.16,1_225,0.9639527648172241
8135100,684,38.569046,-92.16745,10,34.16,15.37,APC,45:45.7,7/3/2024 6:45:37,NE,41.42,41.42,1_225,0.9464484263534066
8135101,684,38.569202,-92.167274,10,41.42,30.93,APC,45:45.8,7/3/2024 6:45:40,NE,42.25,42.25,1_225,0.8655311672400066
8135127,684,38.569412,-92.16703,10,42.25,40.0,APC,45:58.0,7/3/2024 6:45:43,NE,41.63,41.63,1_225,0.8426352064340497
8135128,684,38.569653,-92.166756,10,41.63,43.71,APC,45:58.0,7/3/2024 6:45:46,NE,43.21,43.21,1_225,0.8964158752453206
8135129,684,38.569901,-92.166458,10,43.21,44.08,APC,45:58.0,7/3/2024 6:45:49,NE,39.13,39.13,1_225,0.7200019599185218
8135130,684,38.570099,-92.166252,10,39.13,30.74,APC,45:58.1,7/3/2024 6:45:52,NE,42.43,42.43,1_225,0.7024125226743118
8135131,684,38.570229,-92.1661,10,42.43,20.93,APC,45:58.2,7/3/2024 6:45:55,NE,43.25,43.25,1_226,0.35444012342903
8135143,684,38.570293,-92.166023,10,43.25,8.15,APC,46:04.7,7/3/2024 6:45:58,NE,20.72,20.72,1_226,0.8088598085176252
8135144,684,38.570324,-92.166008,10,20.72,3.7,APC,46:04.8,7/3/2024 6:46:01,N,38.02,38.02,1_226,0.6142973075553594
8135159,684,38.570339,-92.165993,10,38.02,3.52,APC,46:10.7,7/3/2024 6:46:04,NE,23.3,23.3,1_226,0.8141611075055862
8135160,684,38.570408,-92.165955,10,23.3,15.0,APC,46:10.7,7/3/2024 6:46:07,NE,348.94,348.94,1_227,0.5364714998096513
8135173,684,38.57056,-92.165993,10,348.94,21.11,APC,46:18.6,7/3/2024 6:46:10,N,313.71,313.71,1_227,0.978957083103398
8135174,684,38.570702,-92.166183,10,313.71,28.52,APC,46:18.7,7/3/2024 6:46:13,NW,309.87,309.87,1_227,0.9905612231801368
8135175,684,38.570862,-92.166428,10,309.87,34.45,APC,46:19.2,7/3/2024 6:46:16,NW,313.33,313.33,1_227,0.9160481472671846
8135191,684,38.571053,-92.166687,10,313.33,37.6,APC,46:25.7,7/3/2024 6:46:19,NW,312.5,312.5,1_227,0.8127251541008058
8135192,684,38.571255,-92.166969,10,312.5,42.04,APC,46:25.8,7/3/2024 6:46:22,NW,312.75,312.75,1_227,0.5963283256165132
8135205,684,38.571487,-92.16729,10,312.75,48.34,APC,46:31.7,7/3/2024 6:46:25,NW,311.82,311.82,1_228,0.9036245263963693
8135206,684,38.571743,-92.167656,10,311.82,52.97,APC,46:31.7,7/3/2024 6:46:28,NW,312.71,312.71,1_228,0.8515094556055081
8135224,684,38.572018,-92.168037,10,312.71,55.37,APC,46:38.7,7/3/2024 6:46:31,NW,311.94,311.94,1_228,0.8863941850299649
8135225,684,38.572292,-92.168427,10,311.94,55.0,APC,46:38.7,7/3/2024 6:46:34,NW,312.73,312.73,1_228,0.8469287671214065
8135237,684,38.572578,-92.168823,10,312.73,55.75,APC,46:45.8,7/3/2024 6:46:37,NW,312.76,312.76,1_228,0.8519986249152248
8135238,684,38.572865,-92.16922,10,312.76,53.71,APC,46:45.8,7/3/2024 6:46:40,NW,312.59,312.59,1_228,0.6692297145177449
8135253,684,38.573128,-92.169586,10,312.59,52.23,APC,46:51.8,7/3/2024 6:46:43,NW,313.02,313.02,1_229,0.6108515319064006
8135254,684,38.573395,-92.169952,10,313.02,51.12,APC,46:51.8,7/3/2024 6:46:46,NW,313.72,313.72,1_229,0.8178356243039888
8135255,684,38.573635,-92.170273,10,313.72,44.63,APC,46:52.3,7/3/2024 6:46:49,NW,312.43,312.43,1_229,0.7250653764499971
8135270,684,38.573853,-92.170578,10,312.43,40.56,APC,46:59.7,7/3/2024 6:46:52,NW,312.57,312.57,1_229,0.8469976783627671
8135271,684,38.574039,-92.170837,10,312.57,36.11,APC,46:59.7,7/3/2024 6:46:55,NW,311.78,311.78,1_229,0.9554210057067493
8135278,684,38.574215,-92.171089,10,311.78,35.74,APC,47:05.7,7/3/2024 6:46:58,NW,313.81,313.81,1_229,0.9895563682519647
8135279,684,38.574467,-92.171425,10,313.81,32.41,APC,47:05.7,7/3/2024 6:47:01,NW,304.85,304.85,1_229,0.9963512556719795
8135293,684,38.574608,-92.171684,10,304.85,23.71,APC,47:11.7,7/3/2024 6:47:05,NW,336.04,336.04,1_229,0.9909213307358127
8135294,684,38.574703,-92.171738,10,336.04,3.52,APC,47:11.8,7/3/2024 6:47:10,NW,180.0,180.0,1_274,0.4622120388964058
8135310,684,38.574699,-92.171738,10,180.0,0.0,APC,47:17.7,7/3/2024 6:47:13,S,270.0,270.0,1_229,0.9561561969596801
8135311,684,38.574699,-92.171745,10,270.0,0.0,APC,47:17.8,7/3/2024 6:47:16,W,180.0,180.0,1_274,0.6247283915588454
8135312,684,38.574692,-92.171745,10,180.0,0.0,APC,47:19.4,7/3/2024 6:47:19,S,180.0,180.0,1_274,0.6111147658848247
8135328,684,38.574684,-92.171745,10,180.0,0.0,APC,47:25.8,7/3/2024 6:47:22,S,0.0,0.0,1_229,0.9899764408793766
8135329,684,38.574684,-92.171745,10,0.0,0.0,APC,47:25.8,7/3/2024 6:47:25,S,0.0,0.0,1_229,0.9899764408793766
8135357,684,38.574684,-92.171745,10,0.0,0.0,APC,47:37.8,7/3/2024 6:47:28,S,0.0,0.0,1_229,0.9899764408793766
8135358,684,38.574684,-92.171745,10,0.0,0.0,APC,47:37.8,7/3/2024 6:47:31,S,0.0,0.0,1_229,0.9899764408793766
8135359,684,38.574684,-92.171745,10,0.0,0.0,APC,47:37.9,7/3/2024 6:47:34,S,240.77,240.77,1_229,0.7941516535413109
8135360,684,38.574677,-92.171761,10,240.77,1.85,APC,47:37.9,7/3/2024 6:47:37,SW,270.0,270.0,1_229,0.8944758926770994
8135375,684,38.574677,-92.171768,10,270.0,0.0,APC,47:45.7,7/3/2024 6:47:40,W,237.4,237.4,1_229,0.775735392648072
8135376,684,38.574673,-92.171776,10,237.4,0.0,APC,47:45.8,7/3/2024 6:47:43,SW,0.0,0.0,1_229,0.9911668757443541
8135386,684,38.574677,-92.171776,10,0.0,0.0,APC,47:51.7,7/3/2024 6:47:46,SW,0.0,0.0,1_229,0.9910888046835932
8135387,684,38.574677,-92.171776,10,0.0,0.0,APC,47:51.8,7/3/2024 6:47:49,SW,0.0,0.0,1_229,0.9910888046835932
8135416,684,38.574677,-92.171776,10,0.0,0.0,APC,48:03.7,7/3/2024 6:47:55,SW,0.0,0.0,1_229,0.9910888046835932
8135417,684,38.574677,-92.171776,10,0.0,0.0,APC,48:03.8,7/3/2024 6:47:58,SW,0.0,0.0,1_229,0.9910888046835932
8135418,684,38.574677,-92.171776,10,0.0,0.0,APC,48:04.5,7/3/2024 6:48:01,SW,0.0,0.0,1_229,0.9910888046835932
8135435,684,38.574677,-92.171776,10,0.0,0.0,APC,48:11.7,7/3/2024 6:48:04,SW,0.0,0.0,1_229,0.9910888046835932
8135436,684,38.57468,-92.171776,10,0.0,0.0,APC,48:11.8,7/3/2024 6:48:07,SW,0.0,0.0,1_229,0.9910294463764577
8135443,684,38.57468,-92.171776,10,0.0,0.0,APC,48:17.8,7/3/2024 6:48:10,SW,0.0,0.0,1_229,0.9910294463764577
8135444,684,38.57468,-92.171776,10,0.0,0.0,APC,48:17.9,7/3/2024 6:48:13,SW,0.0,0.0,1_229,0.9910294463764577
8135461,684,38.57468,-92.171776,10,0.0,0.0,APC,48:23.7,7/3/2024 6:48:16,SW,0.0,0.0,1_229,0.9910294463764577
8135462,684,38.57468,-92.171776,10,0.0,0.0,APC,48:23.7,7/3/2024 6:48:19,SW,180.0,180.0,1_274,0.5789204404651294
8135463,684,38.574677,-92.171776,10,180.0,0.0,APC,48:25.6,7/3/2024 6:48:22,S,298.73,298.73,1_229,0.9982386324836482
8135514,684,38.57468,-92.171783,10,298.73,3.15,APC,48:50.7,7/3/2024 6:48:25,NW,294.23,294.23,1_229,0.9920133093346479
8135515,684,38.574699,-92.171837,10,294.23,9.45,APC,48:50.7,7/3/2024 6:48:28,NW,311.87,311.87,1_229,0.9943992047041195
8135516,684,38.574795,-92.171974,10,311.87,20.93,APC,48:50.8,7/3/2024 6:48:31,NW,313.15,313.15,1_229,0.9968834458881354
8135517,684,38.574924,-92.17215,10,313.15,26.11,APC,48:50.8,7/3/2024 6:48:34,NW,311.72,311.72,1_229,0.9974034434239505
8135518,684,38.575062,-92.172348,10,311.72,28.15,APC,48:50.8,7/3/2024 6:48:37,NW,315.95,315.95,1_229,0.9994311887828836
8135519,684,38.575222,-92.172546,10,315.95,32.6,APC,48:50.9,7/3/2024 6:48:40,NW,313.22,313.22,1_229,0.9999508435868225
8135520,684,38.575413,-92.172806,10,313.22,37.97,APC,48:50.9,7/3/2024 6:48:43,NW,314.06,314.06,1_229,0.9999954977944411
8135521,684,38.575615,-92.173073,10,314.06,38.15,APC,48:50.9,7/3/2024 6:48:46,NW,315.0,315.0,1_229,0.9999966615044987
8135536,684,38.575794,-92.173302,10,315.0,31.3,APC,48:58.8,7/3/2024 6:48:49,NW,315.75,315.75,1_229,0.9999815495706521
8135537,684,38.575916,-92.173454,10,315.75,17.04,APC,48:58.8,7/3/2024 6:48:52,NW,317.08,317.08,1_229,0.999766511467398
8135538,684,38.575974,-92.173523,10,317.08,10.19,APC,48:58.9,7/3/2024 6:48:55,NW,10.72,10.72,1_229,0.9999548100533301
8135549,684,38.576069,-92.1735,10,10.72,16.11,APC,49:04.7,7/3/2024 6:48:58,N,48.43,48.43,1_229,0.999995958225893
8135550,684,38.576164,-92.173363,10,48.43,19.45,APC,49:04.8,7/3/2024 6:49:01,NE,44.92,44.92,1_229,0.99997460993695
8135551,684,38.576302,-92.173187,10,44.92,26.67,APC,49:07.6,7/3/2024 6:49:04,NE,38.02,38.02,1_229,0.9979139766475684
8135610,684,38.576485,-92.173004,10,38.02,31.11,APC,49:31.7,7/3/2024 6:49:07,NE,40.47,40.47,1_229,0.7658201781208829
8135611,684,38.57666,-92.172813,10,40.47,30.37,APC,49:31.7,7/3/2024 6:49:10,NE,43.62,43.62,1_230,0.7778245766228371
8135612,684,38.576797,-92.172646,10,43.62,22.41,APC,49:31.8,7/3/2024 6:49:13,NE,39.91,39.91,1_230,0.8689348702633553
8135613,684,38.576897,-92.172539,10,39.91,15.56,APC,49:31.8,7/3/2024 6:49:16,NE,23.09,23.09,1_230,0.9358942153919386
8135614,684,38.576996,-92.172485,10,23.09,15.74,APC,49:31.9,7/3/2024 6:49:19,NE,327.89,327.89,2_229,0.5967670474448009
8135615,684,38.577148,-92.172607,10,327.89,18.71,APC,49:31.9,7/3/2024 6:49:22,NW,291.92,291.92,1_230,0.5944123303493953
8135616,684,38.577232,-92.172874,10,291.92,20.37,APC,49:31.9,7/3/2024 6:49:26,W,324.41,324.41,2_229,0.5394128601698802
8135617,684,38.577457,-92.17308,10,324.41,31.11,APC,49:31.9,7/3/2024 6:49:31,NW,312.61,312.61,1_230,0.9936175628268532
8135631,684,38.577644,-92.17334,10,312.61,37.78,APC,49:39.7,7/3/2024 6:49:34,NW,313.05,313.05,1_230,0.9596462516522845
8135632,684,38.577839,-92.173607,10,313.05,39.08,APC,49:39.8,7/3/2024 6:49:37,NW,311.93,311.93,1_229,0.5208067487632987
8135652,684,38.578037,-92.173889,10,311.93,37.78,APC,49:45.9,7/3/2024 6:49:40,NW,314.39,314.39,1_230,0.8954462335599268
8135653,684,38.578236,-92.174149,10,314.39,35.0,APC,49:45.9,7/3/2024 6:49:43,NW,311.2,311.2,1_230,0.9930102135331231
8135673,684,38.578403,-92.174393,10,311.2,32.22,APC,49:57.7,7/3/2024 6:49:46,NW,313.91,313.91,1_230,0.9146620472797469
8135674,684,38.578552,-92.174591,10,313.91,26.3,APC,49:57.8,7/3/2024 6:49:49,NW,315.21,315.21,1_231,0.8720017201962982
8135675,684,38.578678,-92.174751,10,315.21,20.93,APC,49:57.8,7/3/2024 6:49:52,NW,311.11,311.11,1_231,0.942756081491518
8135676,684,38.578751,-92.174858,10,311.11,12.41,APC,49:57.8,7/3/2024 6:49:55,NW,315.28,315.28,2_230,0.8151630014652391
8135677,684,38.578781,-92.174896,10,315.28,3.33,APC,49:58.8,7/3/2024 6:49:58,NW,0.0,0.0,1_276,0.8306021343946266
8135726,684,38.578785,-92.174896,10,0.0,0.0,APC,50:18.8,7/3/2024 6:50:01,NW,34.37,34.37,1_273,0.4536132736342623
8135727,684,38.578793,-92.174889,10,34.37,0.0,APC,50:18.8,7/3/2024 6:50:04,NE,0.0,0.0,1_276,0.772149939564388
8135728,684,38.578796,-92.174889,10,0.0,0.0,APC,50:18.8,7/3/2024 6:50:07,NE,0.0,0.0,1_276,0.7747420250458541
8135729,684,38.5788,-92.174889,10,0.0,0.0,APC,50:18.8,7/3/2024 6:50:10,NE,0.0,0.0,1_276,0.7781600897244044
8135730,684,38.5788,-92.174889,10,0.0,0.0,APC,50:18.9,7/3/2024 6:50:13,NE,311.37,311.37,1_231,0.9289494078099547
8135731,684,38.578842,-92.17495,10,311.37,14.45,APC,50:18.9,7/3/2024 6:50:16,NW,311.73,311.73,2_230,0.7274265605301371
8135732,684,38.578964,-92.175125,10,311.73,25.0,APC,50:19.8,7/3/2024 6:50:19,NW,313.36,313.36,1_231,0.9968133016771543
8135747,684,38.579105,-92.175316,10,313.36,30.0,APC,50:26.8,7/3/2024 6:50:22,NW,311.12,311.12,1_231,0.9994176044325517
8135748,684,38.579277,-92.175568,10,311.12,37.23,APC,50:26.8,7/3/2024 6:50:25,NW,311.26,311.26,1_231,0.9442901923836154
8135756,684,38.579491,-92.17588,10,311.26,44.08,APC,50:32.7,7/3/2024 6:50:28,NW,313.11,313.11,1_231,0.3129948109998512
8135757,684,38.579731,-92.176208,10,313.11,47.97,APC,50:32.8,7/3/2024 6:50:31,NW,310.38,310.38,1_274,0.6758829720400241
8135771,684,38.579975,-92.176575,10,310.38,50.56,APC,50:38.7,7/3/2024 6:50:34,NW,312.59,312.59,1_231,0.624123469376746
8135772,684,38.580238,-92.176941,10,312.59,53.89,APC,50:38.8,7/3/2024 6:50:37,NW,312.12,312.12,1_231,0.9967026834147316
8135773,684,38.580513,-92.17733,10,312.12,55.19,APC,50:40.9,7/3/2024 6:50:40,NW,312.26,312.26,1_231,0.9998882503070381
8135819,684,38.580795,-92.177727,10,312.26,56.12,APC,50:59.9,7/3/2024 6:50:43,NW,312.73,312.73,1_231,0.9999636543103746
8135820,684,38.581081,-92.178123,10,312.73,55.75,APC,50:59.9,7/3/2024 6:50:46,NW,311.96,311.96,1_231,0.9999699651579763
8135821,684,38.58136,-92.17852,10,311.96,56.3,APC,50:59.9,7/3/2024 6:50:49,NW,311.85,311.85,1_231,0.9999804729612182
8135822,684,38.581638,-92.178917,10,311.85,54.82,APC,50:59.9,7/3/2024 6:50:52,NW,311.82,311.82,1_231,0.9999355718053387
8135823,684,38.581894,-92.179283,10,311.82,51.3,APC,51:00.0,7/3/2024 6:50:55,NW,313.22,313.22,1_231,0.9994127977827139
8135824,684,38.582146,-92.179626,10,313.22,44.82,APC,51:00.0,7/3/2024 6:50:58,NW,312.0,312.0,1_231,0.9577891618553808
8135838,684,38.582329,-92.179886,10,312.0,34.63,APC,51:07.8,7/3/2024 6:51:01,NW,313.32,313.32,1_231,0.9334669216728226
8135839,684,38.582458,-92.180061,10,313.32,22.04,APC,51:07.9,7/3/2024 6:51:04,NW,301.39,301.39,2_230,0.6368210919066896
8135848,684,38.58252,-92.180191,10,301.39,16.11,APC,51:13.7,7/3/2024 6:51:07,NW,256.72,256.72,1_268,0.9997201925795083
8135849,684,38.582489,-92.180359,10,256.72,19.63,APC,51:13.7,7/3/2024 6:51:10,W,218.89,218.89,1_268,0.9940559389110121
8135850,684,38.582363,-92.180489,10,218.89,21.3,APC,51:13.9,7/3/2024 6:51:13,SW,221.57,221.57,1_268,0.9932161171952953
8135864,684,38.582222,-92.180649,10,221.57,28.52,APC,51:19.8,7/3/2024 6:51:16,SW,222.14,222.14,1_268,0.9970194982178655
8135879,684,38.581879,-92.181046,10,222.14,28.34,APC,51:25.9,7/3/2024 6:51:22,SW,230.6,230.6,1_268,0.9883426926097064
8135894,684,38.581757,-92.181236,10,230.6,21.3,APC,51:33.7,7/3/2024 6:51:25,SW,221.6,221.6,1_268,0.5642871351971216
8135895,684,38.581676,-92.181328,10,221.6,9.82,APC,51:33.8,7/3/2024 6:51:28,SW,238.02,238.02,1_271,0.9453259457624851
8135914,684,38.581635,-92.181412,10,238.02,13.33,APC,51:39.7,7/3/2024 6:51:31,SW,294.05,294.05,1_231,0.8176109049263078
8135915,684,38.58168,-92.181541,10,294.05,20.37,APC,51:39.7,7/3/2024 6:51:34,NW,312.19,312.19,1_231,0.5225189974426375
8135931,684,38.581821,-92.18174,10,312.19,31.48,APC,51:45.7,7/3/2024 6:51:37,NW,312.89,312.89,1_232,0.8027015999566567
8135932,684,38.58202,-92.182014,10,312.89,41.3,APC,51:45.8,7/3/2024 6:51:40,NW,312.93,312.93,1_225,0.8432802643545726
8135933,684,38.582348,-92.182465,10,312.93,50.93,APC,51:47.0,7/3/2024 6:51:43,NW,299.7,299.7,1_232,0.6355857247257906
8135944,684,38.582603,-92.183037,10,299.7,48.89,APC,51:53.8,7/3/2024 6:51:47,NW,328.78,328.78,1_232,0.7990920226869301
8135945,684,38.582977,-92.183327,10,328.78,39.08,APC,51:53.8,7/3/2024 6:51:52,NW,311.05,311.05,1_232,0.9954601732632002
8135953,684,38.583122,-92.18354,10,311.05,27.22,APC,51:59.8,7/3/2024 6:51:55,NW,314.4,314.4,1_232,0.9999191198256421
8135954,684,38.583233,-92.183685,10,314.4,18.89,APC,51:59.8,7/3/2024 6:51:58,NW,311.72,311.72,1_232,0.999502424913356
8135968,684,38.583302,-92.183784,10,311.72,10.0,APC,52:05.7,7/3/2024 6:52:01,NW,306.73,306.73,1_232,0.9560047193841212
8135969,684,38.583351,-92.183868,10,306.73,13.15,APC,52:05.8,7/3/2024 6:52:04,NW,265.79,265.79,1_232,0.9187340458739462
8135985,684,38.58334,-92.184059,10,265.79,22.59,APC,52:11.7,7/3/2024 6:52:07,W,242.54,242.54,1_232,0.7708643062061185
8135986,684,38.583275,-92.184219,10,242.54,15.37,APC,52:11.7,7/3/2024 6:52:10,SW,235.36,235.36,1_232,0.7759429708897811
