IROWID,iVehicleID,vLat,vLong,vAccuracy,vDirection,dSpeed,vUpdateReason,dtLastUpdated,dtDeviceTime,vVehDirection
8140414,684,38.567547,-92.164551,10,166.69,14.45,APC,24:12.8,7/3/2024 7:24:07,S
8140415,684,38.56744,-92.164696,10,226.66,20.74,APC,24:12.8,7/3/2024 7:24:10,SW
8140427,684,38.567291,-92.164886,10,224.91,30.93,APC,24:19.8,7/3/2024 7:24:13,SW
8140428,684,38.567097,-92.165108,10,221.82,36.3,APC,24:19.8,7/3/2024 7:24:16,SW
8140448,684,38.566891,-92.165352,10,222.8,37.04,APC,24:26.0,7/3/2024 7:24:19,SW
8140449,684,38.566666,-92.165604,10,221.21,40.19,APC,24:26.0,7/3/2024 7:24:22,SW
8140450,684,38.566452,-92.16584,10,220.77,35.37,APC,24:27.4,7/3/2024 7:24:25,SW
8140462,684,38.566299,-92.166008,10,220.65,24.45,APC,24:33.8,7/3/2024 7:24:28,SW
8140463,684,38.566174,-92.166138,10,219.12,18.71,APC,24:33.9,7/3/2024 7:24:31,SW
8140482,684,38.56612,-92.166199,10,221.45,5.74,APC,24:45.8,7/3/2024 7:24:34,SW
8140483,684,38.566116,-92.166199,10,180,0,APC,24:45.8,7/3/2024 7:24:37,S
8140484,684,38.566116,-92.166199,10,0,0,APC,24:45.8,7/3/2024 7:24:40,S
8140485,684,38.566113,-92.166199,10,180,0,APC,24:45.8,7/3/2024 7:24:43,S
8140509,684,38.566109,-92.166199,10,180,0,APC,24:51.8,7/3/2024 7:24:46,S
8140510,684,38.566109,-92.166199,10,0,0,APC,24:51.9,7/3/2024 7:24:49,S
8140519,684,38.566109,-92.166199,10,0,0,APC,24:58.8,7/3/2024 7:24:52,S
8140520,684,38.566116,-92.166206,10,321.98,0,APC,24:58.8,7/3/2024 7:24:55,NW
8140534,684,38.566105,-92.166214,10,209.62,2.41,APC,25:04.7,7/3/2024 7:24:58,SW
8140535,684,38.56609,-92.166229,10,218.02,2.59,APC,25:04.7,7/3/2024 7:25:01,SW
8140549,684,38.566059,-92.16626,10,218.02,7.78,APC,25:11.8,7/3/2024 7:25:04,SW
8140550,684,38.566025,-92.166306,10,226.61,5.74,APC,25:11.8,7/3/2024 7:25:07,SW
8140566,684,38.566006,-92.166328,10,222.16,2.59,APC,25:17.7,7/3/2024 7:25:10,SW
8140567,684,38.56601,-92.166328,10,0,0,APC,25:17.7,7/3/2024 7:25:13,SW
8140568,684,38.566002,-92.166336,10,218.02,2.96,APC,25:18.6,7/3/2024 7:25:16,SW
8140580,684,38.56596,-92.166382,10,220.58,10,APC,25:25.7,7/3/2024 7:25:19,SW
8140581,684,38.565899,-92.166451,10,221.49,11.67,APC,25:25.8,7/3/2024 7:25:22,SW
8140595,684,38.565826,-92.166534,10,221.64,10.56,APC,25:31.7,7/3/2024 7:25:25,SW
8140596,684,38.565777,-92.166603,10,227.75,10.93,APC,25:31.7,7/3/2024 7:25:28,SW
8140612,684,38.56572,-92.166672,10,223.43,8.52,APC,25:37.7,7/3/2024 7:25:31,SW
8140613,684,38.565678,-92.166718,10,220.58,7.96,APC,25:37.7,7/3/2024 7:25:34,SW
8140628,684,38.565643,-92.166763,10,225.15,4.63,APC,25:43.8,7/3/2024 7:25:37,SW
8140629,684,38.565632,-92.166779,10,228.68,3.15,APC,25:43.8,7/3/2024 7:25:40,SW
8140651,684,38.565598,-92.166847,10,237.4,11.48,APC,25:56.7,7/3/2024 7:25:43,SW
8140652,684,38.56562,-92.166977,10,282.21,15,APC,25:56.7,7/3/2024 7:25:46,W
8140653,684,38.5658,-92.167137,10,325.2,28.71,APC,25:56.7,7/3/2024 7:25:49,NW
8140654,684,38.565983,-92.167381,10,313.81,36.67,APC,25:56.7,7/3/2024 7:25:52,NW
8140655,684,38.56617,-92.167656,10,311.01,36.67,APC,25:57.6,7/3/2024 7:25:55,NW
8140678,684,38.566357,-92.167908,10,313.5,36.67,APC,26:03.7,7/3/2024 7:25:58,NW
8140679,684,38.566544,-92.168152,10,314.43,33.89,APC,26:03.7,7/3/2024 7:26:01,NW
8140688,684,38.5667,-92.168365,10,313.13,29.82,APC,26:11.7,7/3/2024 7:26:04,NW
8140689,684,38.566833,-92.168556,10,311.69,25,APC,26:11.8,7/3/2024 7:26:07,NW
8140699,684,38.566936,-92.168678,10,317.2,17.78,APC,26:17.7,7/3/2024 7:26:10,NW
8140700,684,38.567001,-92.168777,10,310.02,11.11,APC,26:17.7,7/3/2024 7:26:13,NW
8140713,684,38.567028,-92.168816,10,311.52,2.78,APC,26:23.7,7/3/2024 7:26:16,NW
8140714,684,38.567024,-92.168823,10,233.84,0,APC,26:23.7,7/3/2024 7:26:19,SW
8140734,684,38.56702,-92.168816,10,126.16,0,APC,26:29.8,7/3/2024 7:26:22,SE
8140735,684,38.56702,-92.168823,10,270,0,APC,26:29.8,7/3/2024 7:26:25,W
8140736,684,38.56702,-92.168823,10,0,0,APC,26:30.7,7/3/2024 7:26:28,W
8140748,684,38.567024,-92.168823,10,0,0,APC,26:36.7,7/3/2024 7:26:31,W
8140749,684,38.567032,-92.168831,10,321.98,2.59,APC,26:36.8,7/3/2024 7:26:34,NW
8140762,684,38.567066,-92.168892,10,305.48,10,APC,26:42.7,7/3/2024 7:26:37,NW
8140763,684,38.56712,-92.168961,10,315.03,8.15,APC,26:42.8,7/3/2024 7:26:40,NW
8140783,684,38.567135,-92.168983,10,311.09,0,APC,26:49.7,7/3/2024 7:26:43,NW
8140784,684,38.567135,-92.168983,10,0,0,APC,26:49.7,7/3/2024 7:26:46,NW
8140785,684,38.567142,-92.168983,10,0,2.22,APC,26:51.8,7/3/2024 7:26:49,NW
8140796,684,38.567177,-92.169029,10,314.22,9.26,APC,26:57.7,7/3/2024 7:26:52,NW
8140809,684,38.567223,-92.16909,10,313.96,7.78,APC,27:03.7,7/3/2024 7:26:55,NW
8140810,684,38.567276,-92.169167,10,311.36,13.52,APC,27:03.8,7/3/2024 7:26:58,NW
8140823,684,38.567352,-92.169273,10,312.52,15,APC,27:09.7,7/3/2024 7:27:01,NW
8140824,684,38.567448,-92.169334,10,333.58,14.82,APC,27:09.7,7/3/2024 7:27:04,NW
8140838,684,38.567596,-92.169197,10,35.9,22.96,APC,27:15.7,7/3/2024 7:27:07,NE
8140839,684,38.567768,-92.16893,10,50.51,34.08,APC,27:15.7,7/3/2024 7:27:11,NE
8140846,684,38.567917,-92.168762,10,41.4,40.19,APC,27:21.8,7/3/2024 7:27:13,NE
8140847,684,38.568169,-92.168488,10,40.37,43.71,APC,27:21.8,7/3/2024 7:27:16,NE
8140848,684,38.56842,-92.168205,10,41.4,44.08,APC,27:21.9,7/3/2024 7:27:19,NE
8140866,684,38.568661,-92.167938,10,40.9,44.08,APC,27:28.7,7/3/2024 7:27:22,NE
8140867,684,38.56889,-92.167679,10,41.49,38.71,APC,27:28.8,7/3/2024 7:27:25,NE
8140877,684,38.569126,-92.167381,10,44.63,44.08,APC,27:34.7,7/3/2024 7:27:28,NE
8140878,684,38.569397,-92.167068,10,42.08,47.97,APC,27:34.7,7/3/2024 7:27:31,NE
8140900,684,38.569672,-92.166763,10,40.93,47.41,APC,27:41.7,7/3/2024 7:27:34,NE
8140901,684,38.56992,-92.166504,10,39.23,39.26,APC,27:41.8,7/3/2024 7:27:37,NE
8140902,684,38.57011,-92.166306,10,39.17,29.26,APC,27:42.9,7/3/2024 7:27:40,NE
8140930,684,38.570248,-92.166153,10,40.92,20.19,APC,27:55.7,7/3/2024 7:27:43,NE
8140931,684,38.570335,-92.166054,10,41.66,13.52,APC,27:55.7,7/3/2024 7:27:46,NE
8140932,684,38.570347,-92.166031,10,56.28,0,APC,27:55.7,7/3/2024 7:27:49,NE
8140933,684,38.570354,-92.166031,10,0,0,APC,27:55.8,7/3/2024 7:27:52,NE
8140942,684,38.570354,-92.166039,10,270,0,APC,28:01.8,7/3/2024 7:27:55,W
8140943,684,38.570351,-92.166039,10,180,0,APC,28:01.8,7/3/2024 7:27:58,S
8140960,684,38.570351,-92.166039,10,0,0,APC,28:07.7,7/3/2024 7:28:01,S
8140961,684,38.570354,-92.166039,10,0,0,APC,28:07.8,7/3/2024 7:28:04,S
8140972,684,38.570374,-92.166016,10,41.96,4.44,APC,28:13.7,7/3/2024 7:28:07,NE
8140973,684,38.5704,-92.165977,10,49.55,6.11,APC,28:13.7,7/3/2024 7:28:10,NE
8140988,684,38.570454,-92.165932,10,33.09,10.93,APC,28:21.7,7/3/2024 7:28:13,NE
8140989,684,38.570583,-92.166008,10,335.27,21.48,APC,28:21.7,7/3/2024 7:28:16,NW
8141015,684,38.570728,-92.166206,10,313.13,30.74,APC,28:33.8,7/3/2024 7:28:19,NW
8141016,684,38.5709,-92.166473,10,309.49,40.74,APC,28:33.8,7/3/2024 7:28:22,NW
8141017,684,38.571136,-92.166779,10,314.61,46.86,APC,28:33.8,7/3/2024 7:28:25,NW
8141018,684,38.571384,-92.16713,10,312.1,49.45,APC,28:33.8,7/3/2024 7:28:28,NW
8141019,684,38.571632,-92.167496,10,310.91,51.67,APC,28:34.0,7/3/2024 7:28:31,NW
8141071,684,38.571911,-92.16787,10,313.66,54.08,APC,28:59.7,7/3/2024 7:28:34,NW
8141072,684,38.572182,-92.168236,10,313.44,53.34,APC,28:59.7,7/3/2024 7:28:37,NW
8141073,684,38.572456,-92.168617,10,312.61,55,APC,28:59.7,7/3/2024 7:28:40,NW
8141074,684,38.572739,-92.169006,10,312.94,55.75,APC,28:59.7,7/3/2024 7:28:43,NW
8141075,684,38.573009,-92.169403,10,311.02,53.89,APC,28:59.8,7/3/2024 7:28:46,NW
8141076,684,38.573269,-92.169762,10,312.81,49.45,APC,28:59.8,7/3/2024 7:28:49,NW
8141077,684,38.573498,-92.170067,10,313.84,40.93,APC,28:59.8,7/3/2024 7:28:52,NW
8141078,684,38.573711,-92.170341,10,314.84,40.37,APC,28:59.8,7/3/2024 7:28:55,NW
8141096,684,38.573891,-92.170624,10,309.13,36.48,APC,29:06.7,7/3/2024 7:28:58,NW
8141097,684,38.574005,-92.170776,10,313.81,20.93,APC,29:06.8,7/3/2024 7:29:01,NW
8141098,684,38.574062,-92.170853,10,313.44,7.78,APC,29:07.1,7/3/2024 7:29:04,NW
8141137,684,38.574089,-92.170883,10,319.02,3.33,APC,29:25.8,7/3/2024 7:29:07,NW
8141138,684,38.574066,-92.170898,10,207.02,0,APC,29:25.8,7/3/2024 7:29:10,SW
8141139,684,38.574051,-92.170914,10,219.83,0,APC,29:25.8,7/3/2024 7:29:13,SW
8141140,684,38.574051,-92.170929,10,270,4.07,APC,29:25.8,7/3/2024 7:29:16,W
8141141,684,38.574146,-92.171036,10,318.63,22.41,APC,29:25.8,7/3/2024 7:29:19,NW
8141142,684,38.574306,-92.171242,10,314.81,32.97,APC,29:25.9,7/3/2024 7:29:22,NW
8141155,684,38.574562,-92.171509,10,320.81,37.97,APC,29:33.7,7/3/2024 7:29:25,NW
8141156,684,38.574757,-92.171867,10,304.87,37.97,APC,29:33.7,7/3/2024 7:29:29,NW
8141167,684,38.574886,-92.17205,10,312.04,39.26,APC,29:39.7,7/3/2024 7:29:31,NW
8141168,684,38.575089,-92.172325,10,313.36,39.82,APC,29:39.7,7/3/2024 7:29:34,NW
8141184,684,38.575298,-92.172623,10,311.9,42.04,APC,29:45.7,7/3/2024 7:29:37,NW
8141185,684,38.575523,-92.17292,10,314.1,44.08,APC,29:45.7,7/3/2024 7:29:40,NW
8141186,684,38.575733,-92.173187,10,315.17,35.56,APC,29:46.1,7/3/2024 7:29:43,NW
8141207,684,38.575886,-92.173386,10,314.52,26.48,APC,29:52.7,7/3/2024 7:29:46,NW
8141208,684,38.575989,-92.173492,10,321.18,15.37,APC,29:52.7,7/3/2024 7:29:49,NW
8141219,684,38.576099,-92.173454,10,15.11,16.85,APC,29:59.7,7/3/2024 7:29:52,N
8141220,684,38.576221,-92.173309,10,42.9,23.71,APC,29:59.8,7/3/2024 7:29:55,NE
8141235,684,38.576378,-92.173119,10,43.41,29.82,APC,30:05.7,7/3/2024 7:29:58,NE
8141236,684,38.576565,-92.17292,10,39.76,34.08,APC,30:05.8,7/3/2024 7:30:01,NE
8141246,684,38.576744,-92.172722,10,40.85,30.56,APC,30:12.8,7/3/2024 7:30:04,NE
8141247,684,38.576851,-92.172592,10,43.53,16.3,APC,30:12.8,7/3/2024 7:30:07,NE
8141248,684,38.576885,-92.172546,10,46.61,4.63,APC,30:13.2,7/3/2024 7:30:10,NE
8141265,684,38.576893,-92.172531,10,55.7,0,APC,30:19.7,7/3/2024 7:30:13,NE
8141266,684,38.5769,-92.172531,10,0,0,APC,30:19.8,7/3/2024 7:30:16,NE
8141278,684,38.576935,-92.172493,10,40.32,8.52,APC,30:25.7,7/3/2024 7:30:19,NE
8141279,684,38.577023,-92.172462,10,15.4,14.45,APC,30:25.8,7/3/2024 7:30:22,N
8141306,684,38.577133,-92.172501,10,344.51,15.74,APC,30:37.8,7/3/2024 7:30:25,N
8141307,684,38.577202,-92.172592,10,314.12,8.33,APC,30:37.8,7/3/2024 7:30:28,NW
8141308,684,38.577225,-92.172646,10,298.58,5.56,APC,30:37.8,7/3/2024 7:30:31,NW
8141309,684,38.577244,-92.172722,10,287.73,10.37,APC,30:37.8,7/3/2024 7:30:34,W
8141318,684,38.577316,-92.172867,10,302.42,19.82,APC,30:44.7,7/3/2024 7:30:37,NW
8141319,684,38.577457,-92.173058,10,313.36,30.56,APC,30:44.7,7/3/2024 7:30:40,NW
8141337,684,38.577644,-92.173332,10,311.12,39.82,APC,30:51.8,7/3/2024 7:30:43,NW
8141338,684,38.577854,-92.173622,10,312.81,42.04,APC,30:51.8,7/3/2024 7:30:46,NW
8141339,684,38.578068,-92.173904,10,314.15,41.3,APC,30:52.3,7/3/2024 7:30:49,NW
8141352,684,38.578274,-92.174187,10,312.96,41.86,APC,30:59.8,7/3/2024 7:30:52,NW
8141353,684,38.578476,-92.174477,10,311.7,38.89,APC,30:59.8,7/3/2024 7:30:55,NW
8141367,684,38.578655,-92.174728,10,312.37,33.89,APC,31:05.8,7/3/2024 7:30:58,NW
8141368,684,38.578823,-92.174927,10,317.2,28.52,APC,31:05.8,7/3/2024 7:31:01,NW
8141378,684,38.578949,-92.175079,10,316.68,20.74,APC,31:12.0,7/3/2024 7:31:04,NW
8141379,684,38.579037,-92.175186,10,316.45,14.08,APC,31:12.0,7/3/2024 7:31:07,NW
8141396,684,38.579079,-92.17524,10,314.85,6.85,APC,31:17.8,7/3/2024 7:31:10,NW
8141397,684,38.579079,-92.175247,10,270,0,APC,31:17.8,7/3/2024 7:31:13,W
8141398,684,38.579075,-92.175247,10,180,0,APC,31:19.4,7/3/2024 7:31:16,S
8141415,684,38.579071,-92.175247,10,180,0,APC,31:25.7,7/3/2024 7:31:19,S
8141416,684,38.579098,-92.175308,10,299.52,12.04,APC,31:25.8,7/3/2024 7:31:22,NW
8141430,684,38.579231,-92.175499,10,311.69,29.82,APC,31:31.7,7/3/2024 7:31:25,NW
8141431,684,38.57943,-92.175781,10,312.07,42.41,APC,31:31.7,7/3/2024 7:31:28,NW
8141443,684,38.579659,-92.176117,10,311.08,47.04,APC,31:37.7,7/3/2024 7:31:31,NW
8141444,684,38.579906,-92.176468,10,311.99,50,APC,31:37.8,7/3/2024 7:31:34,NW
8141461,684,38.58017,-92.176826,10,313.33,51.67,APC,31:45.8,7/3/2024 7:31:37,NW
8141462,684,38.580433,-92.1772,10,311.97,53.52,APC,31:45.8,7/3/2024 7:31:40,NW
8141473,684,38.580715,-92.177589,10,312.84,55.56,APC,31:51.8,7/3/2024 7:31:43,NW
8141474,684,38.581001,-92.178001,10,311.61,57.6,APC,31:51.8,7/3/2024 7:31:46,NW
8141489,684,38.581295,-92.178421,10,311.84,58.89,APC,31:57.7,7/3/2024 7:31:49,NW
8141490,684,38.581577,-92.178818,10,312.26,55.37,APC,31:57.8,7/3/2024 7:31:52,NW
8141491,684,38.581947,-92.179588,10,301.58,54.63,APC,31:58.4,7/3/2024 7:31:56,NW
8141506,684,38.582344,-92.179886,10,329.6,39.63,APC,32:04.7,7/3/2024 7:32:01,NW
8141507,684,38.582508,-92.180099,10,314.57,26.85,APC,32:04.7,7/3/2024 7:32:04,NW
8141523,684,38.582542,-92.180283,10,283.3,19.45,APC,32:11.8,7/3/2024 7:32:07,W
8141524,684,38.58247,-92.180405,10,232.95,13.89,APC,32:11.8,7/3/2024 7:32:10,SW
8141532,684,38.58242,-92.180458,10,219.65,6.67,APC,32:17.7,7/3/2024 7:32:13,SW
8141533,684,38.582417,-92.180458,10,180,0,APC,32:17.7,7/3/2024 7:32:16,S
8141548,684,38.58242,-92.180466,10,295.63,0,APC,32:23.7,7/3/2024 7:32:19,NW
8141549,684,38.582424,-92.180473,10,306.17,0,APC,32:23.7,7/3/2024 7:32:22,NW
8141550,684,38.582428,-92.180473,10,0,0,APC,32:25.5,7/3/2024 7:32:25,NW
8141578,684,38.582428,-92.180473,10,0,0,APC,32:37.7,7/3/2024 7:32:28,NW
8141579,684,38.582428,-92.180473,10,0,0,APC,32:37.7,7/3/2024 7:32:31,NW
8141580,684,38.58242,-92.180473,10,180,1.85,APC,32:37.8,7/3/2024 7:32:34,S
8141581,684,38.582352,-92.180542,10,218.42,17.59,APC,32:37.8,7/3/2024 7:32:37,SW
8141596,684,38.582172,-92.18071,10,216.11,30.74,APC,32:43.7,7/3/2024 7:32:40,SW
8141597,684,38.581993,-92.180916,10,221.98,30.93,APC,32:43.7,7/3/2024 7:32:43,SW
8141611,684,38.581837,-92.181091,10,221.25,26.3,APC,32:50.7,7/3/2024 7:32:46,SW
8141612,684,38.581726,-92.181244,10,227.14,19.63,APC,32:50.7,7/3/2024 7:32:49,SW
8141613,684,38.581665,-92.18132,10,224.24,9.26,APC,32:52.6,7/3/2024 7:32:52,SW
8141629,684,38.581642,-92.181396,10,248.84,11.11,APC,32:58.7,7/3/2024 7:32:55,W
8141644,684,38.581848,-92.18174,10,307.45,30.56,APC,33:04.8,7/3/2024 7:33:01,NW
8141673,684,38.582039,-92.182007,10,312.46,40.37,APC,33:18.7,7/3/2024 7:33:04,NW
8141674,684,38.582272,-92.18232,10,313.6,46.67,APC,33:18.8,7/3/2024 7:33:07,NW
8141675,684,38.582535,-92.182671,10,313.79,52.6,APC,33:18.8,7/3/2024 7:33:10,NW
8141676,684,38.582783,-92.183014,10,312.77,47.97,APC,33:18.9,7/3/2024 7:33:13,NW
8141695,684,38.582989,-92.183304,10,312.26,37.6,APC,33:24.8,7/3/2024 7:33:16,NW
8141696,684,38.58313,-92.18351,10,311.21,26.67,APC,33:24.8,7/3/2024 7:33:19,NW
8141706,684,38.583256,-92.183685,10,312.65,20.56,APC,33:30.7,7/3/2024 7:33:22,NW
8141707,684,38.58334,-92.183784,10,317.35,12.22,APC,33:30.7,7/3/2024 7:33:25,NW
8141708,684,38.583332,-92.1838,10,237.4,0,APC,33:31.7,7/3/2024 7:33:28,SW
8141724,684,38.583328,-92.183792,10,122.6,0,APC,33:37.7,7/3/2024 7:33:31,SE
8141725,684,38.583347,-92.183823,10,308.1,8.52,APC,33:37.7,7/3/2024 7:33:34,NW
8141734,684,38.583374,-92.183975,10,282.8,19.82,APC,33:45.7,7/3/2024 7:33:37,W
8141735,684,38.583309,-92.184174,10,247.32,20.93,APC,33:45.8,7/3/2024 7:33:40,SW
8141736,684,38.58326,-92.184273,10,237.66,12.04,APC,33:46.7,7/3/2024 7:33:43,SW
8141747,684,38.583172,-92.184479,10,241.34,30.19,APC,33:53.8,7/3/2024 7:33:46,SW
8141748,684,38.58308,-92.184814,10,250.64,39.45,APC,33:53.8,7/3/2024 7:33:49,W
8141759,684,38.583027,-92.185249,10,261.14,47.6,APC,33:59.7,7/3/2024 7:33:52,W
8141760,684,38.583019,-92.18573,10,268.78,50.37,APC,33:59.8,7/3/2024 7:33:55,W
8141779,684,38.583008,-92.186188,10,268.24,46.49,APC,34:05.8,7/3/2024 7:33:58,W
8141780,684,38.582993,-92.186623,10,267.47,46.11,APC,34:05.8,7/3/2024 7:34:01,W
8141797,684,38.582977,-92.187088,10,267.48,49.82,APC,34:12.7,7/3/2024 7:34:04,W
8141798,684,38.582966,-92.187607,10,268.45,55,APC,34:12.8,7/3/2024 7:34:07,W
8141814,684,38.583015,-92.188148,10,276.61,57.23,APC,34:18.7,7/3/2024 7:34:10,W
8141815,684,38.583176,-92.189186,10,281.22,58.71,APC,34:18.7,7/3/2024 7:34:13,W
8141830,684,38.58353,-92.18972,10,310.3,62.6,APC,34:24.7,7/3/2024 7:34:19,NW
8141831,684,38.583759,-92.190254,10,298.75,64.82,APC,34:24.8,7/3/2024 7:34:22,NW
8141832,684,38.584,-92.190804,10,299.27,66.12,APC,34:25.8,7/3/2024 7:34:25,NW
8141849,684,38.584236,-92.19136,10,298.5,65.38,APC,34:32.7,7/3/2024 7:34:28,NW
8141850,684,38.584465,-92.191917,10,297.74,66.49,APC,34:32.7,7/3/2024 7:34:31,NW
8141861,684,38.584663,-92.192513,10,293.03,67.97,APC,34:40.7,7/3/2024 7:34:34,NW
8141862,684,38.584839,-92.19313,10,290.05,69.82,APC,34:40.8,7/3/2024 7:34:37,W
8141863,684,38.584972,-92.193779,10,284.69,70.19,APC,34:40.8,7/3/2024 7:34:40,W
8141878,684,38.585075,-92.194427,10,281.49,69.64,APC,34:46.7,7/3/2024 7:34:43,W
8141879,684,38.585144,-92.195045,10,278.13,64.26,APC,34:46.8,7/3/2024 7:34:46,W
8141897,684,38.585213,-92.19561,10,278.88,57.23,APC,34:53.7,7/3/2024 7:34:49,W
8141898,684,38.585274,-92.196121,10,278.68,53.34,APC,34:53.7,7/3/2024 7:34:52,W
8141907,684,38.585327,-92.196541,10,279.17,42.04,APC,34:59.7,7/3/2024 7:34:55,W
8141908,684,38.585361,-92.196869,10,277.55,30.19,APC,34:59.7,7/3/2024 7:34:58,W
8141926,684,38.585392,-92.19706,10,281.73,18.89,APC,35:05.7,7/3/2024 7:35:01,W
8141927,684,38.585426,-92.197311,10,279.83,28.34,APC,35:05.7,7/3/2024 7:35:04,W
8141943,684,38.585472,-92.197639,10,280.17,36.67,APC,35:11.8,7/3/2024 7:35:07,W
8141944,684,38.585548,-92.198029,10,284,44.82,APC,35:11.8,7/3/2024 7:35:10,W
8141956,684,38.585667,-92.198486,10,288.42,51.86,APC,35:18.7,7/3/2024 7:35:13,W
8141957,684,38.585831,-92.198982,10,292.93,57.78,APC,35:18.7,7/3/2024 7:35:16,NW
8141958,684,38.58601,-92.199493,10,294.14,56.86,APC,35:19.9,7/3/2024 7:35:19,NW
8141969,684,38.586189,-92.199974,10,295.46,55.93,APC,35:26.8,7/3/2024 7:35:22,NW
8141970,684,38.586353,-92.200432,10,294.61,50.56,APC,35:26.8,7/3/2024 7:35:25,NW
8141990,684,38.586514,-92.200821,10,297.9,43.34,APC,35:32.7,7/3/2024 7:35:28,NW
8141991,684,38.586651,-92.201141,10,298.71,36.67,APC,35:32.8,7/3/2024 7:35:31,NW
8142002,684,38.586773,-92.201416,10,299.58,30.37,APC,35:39.7,7/3/2024 7:35:34,NW
8142003,684,38.586853,-92.201584,10,301.35,16.48,APC,35:39.7,7/3/2024 7:35:37,NW
8142018,684,38.586891,-92.201668,10,300.06,8.52,APC,35:45.7,7/3/2024 7:35:40,NW
8142019,684,38.586929,-92.201736,10,305.56,7.96,APC,35:45.8,7/3/2024 7:35:43,NW
8142031,684,38.586941,-92.201767,10,296.35,2.04,APC,35:52.7,7/3/2024 7:35:46,NW
8142032,684,38.586941,-92.201767,10,0,0,APC,35:52.7,7/3/2024 7:35:49,NW
8142047,684,38.586952,-92.201775,10,330.38,4.63,APC,35:58.7,7/3/2024 7:35:52,NW
8142048,684,38.586998,-92.201881,10,299.04,16.67,APC,35:58.8,7/3/2024 7:35:55,NW
8142049,684,38.587086,-92.202072,10,300.52,22.96,APC,35:59.0,7/3/2024 7:35:58,NW
8142066,684,38.587193,-92.202301,10,300.87,28.89,APC,36:05.8,7/3/2024 7:36:01,NW
8142067,684,38.587307,-92.202568,10,298.64,34.26,APC,36:05.8,7/3/2024 7:36:04,NW
8142076,684,38.587429,-92.202911,10,294.47,40.93,APC,36:12.7,7/3/2024 7:36:07,NW
8142077,684,38.587536,-92.2033,10,289.39,45.19,APC,36:12.7,7/3/2024 7:36:10,W
8142095,684,38.58765,-92.203743,10,288.22,50.56,APC,36:18.7,7/3/2024 7:36:13,W
8142096,684,38.587765,-92.204208,10,287.56,51.3,APC,36:18.7,7/3/2024 7:36:16,W
8142109,684,38.587879,-92.204666,10,287.66,50.56,APC,36:25.7,7/3/2024 7:36:19,W
8142110,684,38.587997,-92.205147,10,287.42,53.34,APC,36:25.7,7/3/2024 7:36:22,W
8142124,684,38.58812,-92.205666,10,286.87,57.41,APC,36:31.7,7/3/2024 7:36:25,W
8142140,684,38.588402,-92.206757,10,288.3,60.38,APC,36:38.7,7/3/2024 7:36:31,W
8142141,684,38.588528,-92.207275,10,287.29,55.37,APC,36:38.7,7/3/2024 7:36:34,W
8142150,684,38.588692,-92.208229,10,282.4,52.41,APC,36:45.7,7/3/2024 7:36:38,W
8142151,684,38.588879,-92.208626,10,301.07,40.56,APC,36:45.7,7/3/2024 7:36:43,NW
8142169,684,38.588963,-92.2089,10,291.42,26.3,APC,36:51.8,7/3/2024 7:36:46,W
8142170,684,38.589039,-92.209106,10,295.27,25,APC,36:51.9,7/3/2024 7:36:49,NW
8142183,684,38.589157,-92.209396,10,297.5,37.04,APC,36:58.8,7/3/2024 7:36:52,NW
8142184,684,38.589321,-92.209763,10,299.76,45.37,APC,36:58.9,7/3/2024 7:36:55,NW
8142201,684,38.589531,-92.210159,10,304.16,52.04,APC,37:04.7,7/3/2024 7:36:58,NW
8142202,684,38.589787,-92.210587,10,307.42,57.6,APC,37:04.7,7/3/2024 7:37:01,NW
8142203,684,38.590084,-92.211021,10,311.2,61.12,APC,37:05.2,7/3/2024 7:37:04,NW
8142217,684,38.590416,-92.211487,10,312.35,66.86,APC,37:11.8,7/3/2024 7:37:07,NW
8142218,684,38.590736,-92.211998,10,308.7,68.34,APC,37:11.8,7/3/2024 7:37:10,NW
8142227,684,38.591038,-92.21254,10,305.48,69.45,APC,37:18.8,7/3/2024 7:37:13,NW
8142228,684,38.591335,-92.213104,10,303.97,71.3,APC,37:18.8,7/3/2024 7:37:16,NW
8142246,684,38.59164,-92.213684,10,303.93,73.71,APC,37:24.9,7/3/2024 7:37:19,NW
8142247,684,38.591923,-92.214226,10,303.74,67.6,APC,37:24.9,7/3/2024 7:37:22,NW
8142259,684,38.592201,-92.21476,10,303.67,66.67,APC,37:31.7,7/3/2024 7:37:25,NW
8142260,684,38.59248,-92.215332,10,301.97,69.08,APC,37:31.7,7/3/2024 7:37:28,NW
8142276,684,38.592739,-92.215904,10,300.08,69.45,APC,37:37.8,7/3/2024 7:37:31,NW
8142277,684,38.592972,-92.216515,10,296.01,71.3,APC,37:37.8,7/3/2024 7:37:34,NW
8142278,684,38.593197,-92.21711,10,295.82,68.89,APC,37:38.2,7/3/2024 7:37:37,NW
8142287,684,38.593414,-92.217705,10,295.01,68.15,APC,37:44.8,7/3/2024 7:37:40,NW
8142288,684,38.593632,-92.218292,10,295.42,68.52,APC,37:44.8,7/3/2024 7:37:43,NW
8142296,684,38.59383,-92.218895,10,292.79,68.89,APC,37:50.8,7/3/2024 7:37:46,NW
8142297,684,38.594006,-92.219528,10,289.58,70.93,APC,37:50.8,7/3/2024 7:37:49,W
8142313,684,38.594154,-92.220177,10,286.27,69.45,APC,37:56.7,7/3/2024 7:37:52,W
